0,1,2,3,4,5,6,7
127.000.000,$,150 m² útiles,5 dormitorios,"caleta abarca  av. la marina, viña del mar",venta,otros inmuebles,
140.000.000,$,98 m² útiles,"av. antonio machado/ av. violeta parra/ san francisco., la pintana",venta,otros inmuebles,,
12.140,uf,"22,000 m² totales","quillaipe / carretera austral, centro de puerto montt, puerto montt",venta,otros inmuebles,,
450.000.000,$,450 m² útiles,"alcázar de torres parcela, algarrobo, chile, centro de algarrobo, algarrobo",venta,otros inmuebles,,
11.191,uf,132 m² útiles,"gran av, jose miguel carrera/ la marina/ san ignacio de loyola/ teresa vial., lo vial, san miguel",venta,otros inmuebles,,
980.000.000,$,"1,850 m² totales","vendo gran terreno industrial apto para fines inmobiliarios o comerciales, quinta normal",venta,otros inmuebles,,
21.000,uf,560 m² útiles,"-3 casas 8 hab. para arrendar cerca univ. adolfo ibañez, peñalolén",venta,otros inmuebles,,
60.000,uf,"1,918 m² útiles",30 dormitorios,"el quisco, el quisco centro",venta,otros inmuebles,
21.500,uf,267 m² útiles,"a pasos del patio bellavista, providencia",venta,otros inmuebles,,
500.000.000,$,"1,100 m² totales","complejo de cabañas funcionando y con clientes en lican ray, villarrica",venta,otros inmuebles,,
41.000,uf,400 m² útiles,"manao, ancud",venta,otros inmuebles,,
240.000.000,$,123 m² útiles,"caleta horcon, puchuncaví, cau cau, puchuncaví",venta,otros inmuebles,,
24.000,uf,500 m² útiles,"-quebrada de suca y valle hermoso, peñalolén",venta,otros inmuebles,,
600.000.000,$,140 m² útiles,"enrique olivares / av. méxico, la florida",venta,otros inmuebles,,
170.000.000,$,163 m² útiles,"av. lo martinez/ john kennedy/ gabriela/, la pintana",venta,otros inmuebles,,
14.000,uf,70 m² útiles,"los molinos, estadio croata, vitacura",venta,otros inmuebles,,
33.700,uf,"1,060 m² útiles","161.914 - panamericana norte / las esteras sur, parque industrial buenaventura, quilicura",venta,otros inmuebles,,
280.000.000,$,200 m² útiles,"reñaca, reñaca, viña del mar",venta,otros inmuebles,,
12.500,uf,"30,000 m² totales","santa monica / padre hurtado, las violetas, padre hurtado",venta,otros inmuebles,,
2.840,uf,190 m² útiles,"moraleda, villa alemana, peñablanca, villa alemana",venta,otros inmuebles,,
13.000,uf,320 m² útiles,"chiloé / maria auxiliadora, el llano, san miguel",venta,otros inmuebles,,
6.900,uf,527 m² útiles,"ruta 5 / buen retiro, pozo almonte",venta,otros inmuebles,,
44.500,uf,"1,400 m² útiles","franklin, santaigo, franklin - biobío, santiago",venta,otros inmuebles,,
24.900,uf,665 m² útiles,"camino al volcán, san josé de maipo",venta,otros inmuebles,,
47.924,uf,"1,150 m² útiles","puerto montt - valor tasación, puerto montt",venta,otros inmuebles,,
16.950,uf,332 m² útiles,"serrano 738, santiago, chile, san diego, santiago",venta,otros inmuebles,,
10.260,uf,270 m² útiles,"nuble // san francisco, franklin - biobío, santiago",venta,otros inmuebles,,
0,uf,"9,172 m² útiles","sector lago ralihueno, chonchi",venta,otros inmuebles,,
320.000.000,$,140 m² útiles,"161.861 - venta sitio eyzaguirre/santa rosa - puente alto - 1245mts, bajos de mena, puente alto",venta,otros inmuebles,,
16.270,uf,313 m² útiles,"centro de copiapó, centro de copiapó, copiapó",venta,otros inmuebles,,
600.000.000,$,190 m² útiles,"encomenderos/ roger de flor, las condes",venta,otros inmuebles,,
11.300,uf,130 m² útiles,"américo vespucio, amapolas, ñuñoa",venta,otros inmuebles,,
485.000.000,$,"-moneda y amunátegui, santiago",venta,otros inmuebles,,,
85.000,uf,"2,116 m² útiles","tomé / silva henriquez, parque brasil, la granja",venta,otros inmuebles,,
123.200,uf,"14,212 m² totales","calle 1 número 9959 sitio 10 sector 1 lote l. hualpén, hualpén",venta,otros inmuebles,,
475,uf,12 m² útiles,"cerro el plomo 5931, las condes, chile, nueva las condes, las condes",venta,estacionamientos,,
612,uf,12 m² útiles,"merced 627, santiago, chile, centro histórico de santiago, santiago",venta,estacionamientos,,
19.800.000,$,15 m² totales,"merced 562, santiago, chile, centro histórico de santiago, santiago",venta,estacionamientos,,
590,uf,15 m² totales,"eliodoro yañez 2979, providencia, chile, las lilas, providencia",venta,estacionamientos,,
8.200,uf,"condominio bordelago pucón, pucón",venta,estacionamientos,,,
520,uf,12 m² totales,"general del canto 421, providencia, chile, manuel montt, providencia",venta,estacionamientos,,
520,uf,12 m² totales,"general del canto 421, providencia, chile, manuel montt, providencia",venta,estacionamientos,,
239.900.000,$,558 m² totales,"pedro donoso 479, dorsal, recoleta",venta,estacionamientos,,
305.900.000,$,927 m² totales,"buen pastor, coquimbo",venta,estacionamientos,,
1.600,uf,46 m² totales,"avenida la dehesa 181, lo barnechea",venta,estacionamientos,,
820,uf,"avenida la dehesa 181, puente nuevo, lo barnechea",venta,estacionamientos,,,
2.450,uf,"avenida ecuador 4122, san alberto hurtado, estación central",venta,estacionamientos,,,
100,uf,12 m² útiles,"general gana 1063, estac. e 215-b, santiago",venta,estacionamientos,,
404,uf,13 m² totales,"san josé de lal sierra, lo barnechea",venta,estacionamientos,,
50,uf,2 m² útiles,"general gana 1063, bodega 356-b, franklin - biobío, santiago",venta,estacionamientos,,
150,uf,12 m² útiles,"pedro de valdivia 3712, estac. 28 - bod. 27, metro ñuñoa, ñuñoa",venta,estacionamientos,,
180.000.000,$,194 m² totales,"-av. la florida y diego portales, la florida",venta,estacionamientos,,
23.500,uf,600 m² totales,"venta piso completo de parking: suecia / providencia, providencia",venta,estacionamientos,,
620,uf,"alameda con serrano, santiago",venta,estacionamientos,,,
21.000.000,$,3 m² totales,"merced, santiago",venta,estacionamientos,,
890,uf,"agustinas, centro histórico de santiago, santiago",venta,estacionamientos,,,
500,uf,"cerro el plomo con alonso de córdova, nueva las condes, las condes",venta,estacionamientos,,,
23.000.000,$,1 m² totales,"merced, centro histórico de santiago, santiago",venta,estacionamientos,,
18.000.000,$,12 m² totales,"sector huérfanos / miraflores, santiago",venta,estacionamientos,,
17.000.000,$,12 m² totales,"sector huérfanos / miraflores, santiago",venta,estacionamientos,,
490,uf,12 m² útiles,"avenida los leones 2000, providencia, chile, campus oriente, providencia",venta,estacionamientos,,
12.000.000,$,13 m² útiles,"avenida independencia 600 - 900, independencia, chile, hospitales, independencia",venta,estacionamientos,,
590,uf,12 m² útiles,"estacionamiento en alonso de ovalle con serrano, santiago, bulnes, santiago",venta,estacionamientos,,
22.000.000,$,"cerro santa lucia, centro histórico de santiago, santiago",venta,estacionamientos,,,
7.000.000,$,"acciones y derechos de agua canal san pablo, san javier",venta,estacionamientos,,,
790,uf,"calle phillips, santiago",venta,estacionamientos,,,
15.180,uf,690 m² totales,"-clavero y tocornal grez, puente alto",venta,estacionamientos,,
602,uf,18 m² totales,"avenida libertador bernardo o'higgins 600 - 900, santiago, chile, bulnes, santiago",venta,estacionamientos,,
19.000.000,$,3 m² útiles,"estacionamiento/ compañía de jesús/ metro santa ana, centro histórico de santiago, santiago",venta,estacionamientos,,
1.000,uf,"presidente riesco / parque araucano, parque arauco, las condes",venta,estacionamientos,,,
490,uf,"cerro el plomo / los militares, nueva las condes, las condes",venta,estacionamientos,,,
490,uf,"parque araucano, nueva las condes, las condes",venta,estacionamientos,,,
530,uf,12 m² totales,"general del canto 421, providencia, chile, manuel montt, providencia",venta,estacionamientos,,
900,uf,"alonso de córdova / rosario norte, metro manquehue - apumanque, las condes",venta,estacionamientos,,,
550,uf,1 m² totales,"san franscisco /paris, bulnes, santiago",venta,estacionamientos,,
450,uf,10 m² totales,"los militares 5700 - 6000, las condes, chile, nueva las condes, las condes",venta,estacionamientos,,
450,uf,11 m² útiles,"parque arauco, las condes",venta,estacionamientos,,
490,uf,"parque araucano, nueva las condes, las condes",venta,estacionamientos,,,
350,uf,13 m² totales,"estacionamiento a la venta, barrio matta sur, parque o'higgins, santiago",venta,estacionamientos,,
33.246,uf,"1,227 m² útiles",santiago,venta,estacionamientos,,
4.250,uf,70 m² totales,3 dormitorios,"brasil, santiago",venta,estacionamientos,
210.000,uf,"19,630 m² totales","ruta 5 / vespucio norte, cardenal caro, conchalí",venta,estacionamientos,,
1.000.000.000,$,"2,100 m² totales",9 dormitorios,"metro plaza puente alto, plaza de puente alto, puente alto",venta,estacionamientos,
15.000,uf,192 m² totales,"manquehue sur, metro manquehue - apumanque, las condes",venta,estacionamientos,,
8.610,uf,3 dormitorios,"arriba playa amarilla,hotel radisson, concón",venta,estacionamientos,,
65.000.000,$,2 ha totales,"parcela las palmas lote 1 sn, pencahue",venta,loteos,,
4.250,uf,"5,000 m² totales","vxj8+gc frutillar, chile, frutillar bajo, frutillar",venta,loteos,,
1.990,uf,"7,597 m² totales","camino al totoral km6, pc91, el quisco",venta,loteos,,
25.000.000,$,"salto laja, camino paraguay km 6.8 sn, norte de los ángeles, los ángeles",venta,loteos,,,
58.500.000,$,1 ha totales,"la princesa / monteflor  sn, curacautín",venta,loteos,,
13.000.000,$,5 ha totales,"valdivia sn, sur de valdivia, valdivia",venta,loteos,,
400,uf,"5,000 m² totales","sector santa julia, 0, curacautín",venta,loteos,,
16.850.000,$,"50,000 m² totales","la junta,, cisnes",venta,loteos,,
949,uf,"5,000 m² totales","villarrica,, villarrica",venta,loteos,,
449,uf,"5,000 m² totales","curacautín,, curacautín",venta,loteos,,
434,uf,"5,000 m² totales","cherquenco, 0, vilcún",venta,loteos,,
14.600,uf,"30,700 m² totales","riñinahue alto, entre lago ranco y lago maihue, se,, lago ranco",venta,loteos,,
15.000.000,$,"5,000 m² totales","f8vq+qr quillaipe, puerto montt, chile, puerto montt",venta,loteos,,
15.900.000,$,"5,000 m² totales","rinconada de pucón,, lago colico, cunco",venta,loteos,,
135.000.000,$,"5,300 m² totales","las penas, arauco, chile, arauco",venta,loteos,,
2.490,uf,"2,838 m² totales","ruta 5 sur km 59,, mostazal",venta,loteos,,
18.000.000,$,"5,000 m² totales",los ángeles,venta,loteos,,
11.000.000,$,"colonia coipomó, 25, ancud",venta,loteos,,,
20.000.000,$,"curacautin,, curacautín",venta,loteos,,,
11.500,uf,"5,600 m² totales","el cardo 2040, chicureo, colina, región metropolitana, chile, chicureo, colina",venta,loteos,,
11.000.000,$,"colonia coipomó, 25, ancud",venta,loteos,,,
20.000.000,$,"cherquenco,, vilcún",venta,loteos,,,
11.000.000,$,"colonia coipomó, 25, ancud",venta,loteos,,,
20.000.000,$,"cherquenco,, vilcún",venta,loteos,,,
20.000.000,$,"cherquenco,, vilcún",venta,loteos,,,
11.000.000,$,"colonia coipomó, 25, ancud",venta,loteos,,,
11.000.000,$,"colonia coipomó, 25, ancud",venta,loteos,,,
11.000.000,$,"colonia coipomó, 25, ancud",venta,loteos,,,
21.708.667,$,622 m² totales,"cherquenco,, vilcún",venta,loteos,,
15.000.000,$,"sector rio nef,, cochrane",venta,loteos,,,
21.900.000,$,"5,000 m² totales","v-306,, frutillar",venta,loteos,,
15.000.000,$,"sector rio nef,, cochrane",venta,loteos,,,
275.000,uf,"50,000 m² totales","panamericana nte. 1 - 300, lampa, región metropolitana, chile, chicureo, colina",venta,loteos,,
23.755,uf,"4,751 m² totales","camino de la hosteria, 67, isla negra, el quisco",venta,loteos,,
20.000,uf,"4,000 m² totales","isla negra, el quisco",venta,loteos,,
80.000.000,$,"8,000 m² totales","el batro, camino quintay ruta f-800,, quintay, casablanca",venta,loteos,,
60.000.000,$,"5,000 m² totales","los cerrillos, rengo, chile, rengo",venta,loteos,,
23.970.000,$,"5,000 m² totales","villarrica,, villarrica",venta,loteos,,
50.000.000,$,"5,000 m² totales","j5rm+3p el llano, rengo, chile, rengo",venta,loteos,,
12.500.000,$,"5,000 ha totales","w-345, aguas buenas, ancud, los lagos, chile, ancud",venta,loteos,,
53.970.000,$,"5,000 m² totales","villarrica,, villarrica",venta,loteos,,
590,uf,"5,000 m² totales","sector santa julia, 0, curacautín",venta,loteos,,
48.000.000,$,"5,000 m² totales","s-911, pichare,, pucón",venta,loteos,,
9.396.000,$,"carihueico lt 3,, dalcahue",venta,loteos,,,
1.670,uf,1 m² totales,"laguna sofía, natales",venta,loteos,,
1.150,uf,"5,000 ha totales","f2q9+3j río claro, chile, san clemente",venta,loteos,,
32.900.000,$,"5,000 m² totales","cruce ruta 5,, puerto varas",venta,loteos,,
590,uf,"5,000 m² totales","sector santa julia, 0, curacautín",venta,loteos,,
25.000.000,$,"5,000 m² totales","w-319, cogomo, ancud, los lagos, chile, ancud",venta,loteos,,
390,uf,"5,000 m² totales","coipomo,, castro",venta,loteos,,
12.000.000,$,"américo vespucio 555, parque del recuerdo, huechuraba",venta,lotes de cementerio,,,
8.000.000,$,"camino santa rosa del peral, puente alto, chile, cementerios, puente alto",venta,lotes de cementerio,,,
3.500.000,$,"avenida valdivieso 555, recoleta, chile, cementerios, recoleta",venta,lotes de cementerio,,,
120,uf,"485c+hv rinconada, chile, rinconada",venta,lotes de cementerio,,,
1.800.000,$,"avenida américo vespucio 2700, maipú, chile, maipú",venta,lotes de cementerio,,,
183,uf,"av. américo vespucio 555, huechuraba, región metropolitana, chile, parque del recuerdo, huechuraba",venta,lotes de cementerio,,,
750,uf,"avenida américo vespucio 555, huechuraba, chile, parque del recuerdo, huechuraba",venta,lotes de cementerio,,,
6.500.000,$,"avenida diego portales 7555, puente alto, chile, cementerios, puente alto",venta,lotes de cementerio,,,
5.000.000,$,"avenida camilo henríquez 4673, puente alto, chile, cementerios, puente alto",venta,lotes de cementerio,,,
6.000.000,$,"av. las encinas 01360, temuco, 4812932, araucanía, chile, amanecer, temuco",venta,lotes de cementerio,,,
3.000.000,$,"la rinconada, huechuraba, santiago, chile, bosques de la pirámide, huechuraba",venta,lotes de cementerio,,,
6.300.000,$,"avenida camilo henríquez 4673, puente alto, chile, cementerios, puente alto",venta,lotes de cementerio,,,
330,uf,"av. sta. clara 300 - 600, huechuraba, región metropolitana, chile, parque del recuerdo, huechuraba",venta,lotes de cementerio,,,
160,uf,"avenida américo vespucio 555, huechuraba, chile, parque del recuerdo, huechuraba",venta,lotes de cementerio,,,
6.500.000,$,"camino a coronel 10, san pedro de la paz, chile, san pedro de la paz",venta,lotes de cementerio,,,
4.500.000,$,"cam. padre hurtado, san bernardo, región metropolitana, chile, el recurso, buin",venta,lotes de cementerio,,,
5.000.000,$,"av vespicio sur  2700, arauco maipú, maipú",venta,lotes de cementerio,,,
11.000.000,$,"avda. manuel castillo  1981 a, malloco, peñaflor",venta,lotes de cementerio,,,
2.500.000,$,"camino sta rosa del peral sn, cementerios, puente alto",venta,lotes de cementerio,,,
137,uf,"concón, chile, los romeros - los manantiales, concón",venta,lotes de cementerio,,,
9.000.000,$,"diego barros arana sn, el rosal, huechuraba",venta,lotes de cementerio,,,
7.000.000,$,"benozzo gozolli 5530, parque del recuerdo, huechuraba",venta,lotes de cementerio,,,
10.000.000,$,"avenida américo vespucio 555, huechuraba, chile, parque del recuerdo, huechuraba",venta,lotes de cementerio,,,
6.000.000,$,"santa clara 479, ciudad empresarial, huechuraba",venta,lotes de cementerio,,,
3.950.000,$,"av. santa clara  491, ciudad empresarial, huechuraba",venta,lotes de cementerio,,,
1.450,uf,"benjamin dibasson  sn, punta arenas",venta,lotes de cementerio,,,
8.000.000,$,"camino santa rosa del peral 6500, puente alto, chile, cementerios, puente alto",venta,lotes de cementerio,,,
2.600.000,$,"avenida americo vespucio  2700, el descanso, maipú",venta,lotes de cementerio,,,
5.700.000,$,"....... sn, cementerios, puente alto",venta,lotes de cementerio,,,
10.000.000,$,"av. la paz 750, malloco, peñaflor, chile, parque del recuerdo, huechuraba",venta,lotes de cementerio,,,
2.000.000,$,"la farfana 081, metro pudahuel, pudahuel",venta,lotes de cementerio,,,
427,uf,"avenida américo vespucio 555, huechuraba, chile, parque del recuerdo, huechuraba",venta,lotes de cementerio,,,
5.550.000,$,"camino internacional  sn, costas de montemar, concón",venta,lotes de cementerio,,,
2.600.000,$,"ruta 60 8224, alto del puerto, valparaíso, chile, valparaíso",venta,lotes de cementerio,,,
2.800.000,$,"silva chávez 1002, melipilla",venta,lotes de cementerio,,,
5.450.000,$,"camino internacional 5700, montemar, viña del mar, valparaíso, chile, viña del mar",venta,lotes de cementerio,,,
10.500.000,$,"manuel castillo 1981-a, malloco, peñaflor",venta,lotes de cementerio,,,
230,uf,"avenida américo vespucio 555, huechuraba, chile, parque del recuerdo, huechuraba",venta,lotes de cementerio,,,
12.500.000,$,"profesor zañartu, recoleta, chile, recoleta",venta,lotes de cementerio,,,
5.500.000,$,"camino santa rosa del peral, puente alto, chile, cementerios, puente alto",venta,lotes de cementerio,,,
360,uf,"parque del recuerdo cemetery huechuraba - av. américo vespucio 555, huechuraba, región metropolitana, chile, parque del recuerdo, huechuraba",venta,lotes de cementerio,,,
3.500.000,$,"avenida américo vespucio 555, huechuraba, chile, parque del recuerdo, huechuraba",venta,lotes de cementerio,,,
7.000.000,$,"avenida costanera  2220, centro de concepción, concepción",venta,lotes de cementerio,,,
235,uf,"manuel castillo 1981, peñaflor, chile, peñaflor",venta,lotes de cementerio,,,
5.000.000,$,"santa rosa del peral sn, el peral, puente alto",venta,lotes de cementerio,,,
2.100.000,$,"camino la farfana 081, aeropuerto arturo merino benitez, pudahuel",venta,lotes de cementerio,,,
165,uf,"av. américo vespucio 555, huechuraba, región metropolitana, chile, parque del recuerdo, huechuraba",venta,lotes de cementerio,,,
8.500.000,$,"avenida recoleta  sn, vespucio norte, recoleta",venta,lotes de cementerio,,,
214,uf,"av. monseñor escriva de balaguer, machalí, chile, avenida san juan, machalí",venta,lotes de cementerio,,,
3.200.000,$,"americo vespucio 2700, el descanso, maipú",venta,lotes de cementerio,,,
815.000,$,51 m² útiles,1 dormitorio,"av. américo vespucio sur 300 - 600, las condes",arriendo,departamentos,
588.000,$,48 m² útiles,2 dormitorios,"av. pedro de valdivia 3900 - 4200, ñuñoa",arriendo,departamentos,
320.000,$,26 m² útiles,1 dormitorio,"san pablo 1433, centro histórico de santiago, santiago",arriendo,departamentos,
470.000,$,51 m² útiles,1 dormitorio,"vicuña mackenna 300 - 600, santa isabel, santiago",arriendo,departamentos,
845.000,$,74 m² útiles,3 dormitorios,"piacenza 900 - 1200, rotonda atenas, las condes",arriendo,departamentos,
875.000,$,80 m² útiles,3 dormitorios,"republica de cuba 1500 - 1800, providencia",arriendo,departamentos,
305.000,$,1 dormitorio,"la coruña 4800 - 5100, santiago",arriendo,departamentos,,
320.000,$,31 m² útiles,1 dormitorio,"cuarta avenida 900 - 1200, san miguel",arriendo,departamentos,
946.900,$,75 m² útiles,2 dormitorios,"av. américo vespucio sur 300 - 600, las condes",arriendo,departamentos,
319.500,$,37 m² útiles,1 dormitorio,"argomedo 300 - 600, santa isabel, santiago",arriendo,departamentos,
421.500,$,37 m² útiles,1 dormitorio,"argomedo 300 - 600, santiago",arriendo,departamentos,
310.000,$,33 m² útiles,1 dormitorio,"gral amengual 1 - 300, estación central",arriendo,departamentos,
430.000,$,48 m² útiles,2 dormitorios,"av. departamental 900 - 1200, san miguel",arriendo,departamentos,
827.800,$,51 m² útiles,1 dormitorio,"av. américo vespucio sur 300 - 600, metro escuela militar, las condes",arriendo,departamentos,
485.000,$,38 m² útiles,1 dormitorio,"emilio vaisse 600 - 900, metro irarrázaval, ñuñoa",arriendo,departamentos,
720.000,$,72 m² útiles,2 dormitorios,"simón bolívar 3000 - 3300, plaza ñuñoa, ñuñoa",arriendo,departamentos,
1.145.300,$,78 m² útiles,2 dormitorios,"av. américo vespucio sur 300 - 600, las condes",arriendo,departamentos,
290.000,$,31 m² útiles,1 dormitorio,"buzo sobenes 4500 - 4800, estación central",arriendo,departamentos,
371.000,$,33 m² útiles,1 dormitorio,"fresia 6900 - 7200, la florida",arriendo,departamentos,
325.000,$,32 m² útiles,1 dormitorio,"cuarta avenida 1200 - 1500, san miguel",arriendo,departamentos,
415.000,$,42 m² útiles,2 dormitorios,"conde del maule 3900 - 4200, estación central",arriendo,departamentos,
900.000,$,66 m² útiles,2 dormitorios,"alonso de córdova 4800 - 5100, nueva las condes, las condes",arriendo,departamentos,
300.000,$,28 m² útiles,1 dormitorio,"pablo urzúa 1200 - 1500, plaza chacabuco, independencia",arriendo,departamentos,
407.500,$,44 m² útiles,2 dormitorios,"quinta avenida 1200 - 1500, ciudad del niño, san miguel",arriendo,departamentos,
452.000,$,47 m² útiles,2 dormitorios,"fresia 6900 - 7200, la florida",arriendo,departamentos,
270.000,$,26 m² útiles,1 dormitorio,"av. maría rozas velásquez  1 - 300, metro lo prado, lo prado",arriendo,departamentos,
809.900,$,51 m² útiles,1 dormitorio,"av. américo vespucio sur 300 - 600, metro escuela militar, las condes",arriendo,departamentos,
1.074.000,$,75 m² útiles,2 dormitorios,"av. américo vespucio sur 300 - 600, las condes",arriendo,departamentos,
505.000,$,45 m² útiles,2 dormitorios,"lira 1 - 300, santa isabel, santiago",arriendo,departamentos,
390.000,$,35 m² útiles,1 dormitorio,"av. almte. blanco encalada 2400 - 2700, barrio república, santiago",arriendo,departamentos,
370.000,$,55 m² útiles,2 dormitorios,"radal 1200 - 1500, quinta normal",arriendo,departamentos,
340.000,$,36 m² útiles,1 dormitorio,"cnel. souper 4500 - 4800, estación central",arriendo,departamentos,
420.000,$,40 m² útiles,2 dormitorios,"san nicolás 1200 - 1500, lo vial, san miguel",arriendo,departamentos,
330.000,$,34 m² útiles,1 dormitorio,"cnel. souper 4500 - 4800, metro ecuador, estación central",arriendo,departamentos,
307.000,$,29 m² útiles,1 dormitorio,"gastón despouy 8700 - 9000, la cisterna",arriendo,departamentos,
382.500,$,37 m² útiles,1 dormitorio,"argomedo 300 - 600, santa isabel, santiago",arriendo,departamentos,
300.000,$,24 m² útiles,1 dormitorio,"toro mazote 1 - 300, san alberto hurtado, estación central",arriendo,departamentos,
300.000,$,33 m² útiles,1 dormitorio,"nicasio retamales 1 - 300, estación central",arriendo,departamentos,
440.000,$,39 m² útiles,2 dormitorios,"alvarez de toledo 600 - 900, el llano, san miguel",arriendo,departamentos,
400.000,$,45 m² útiles,2 dormitorios,"av. lo espejo 900 - 1200, metro la cisterna, la cisterna",arriendo,departamentos,
440.000,$,35 m² útiles,1 dormitorio,"maestra lidia torres 1 - 300, cerro blanco, recoleta",arriendo,departamentos,
330.000,$,33 m² útiles,1 dormitorio,"cnel. souper 4500 - 4800, metro ecuador, estación central",arriendo,departamentos,
340.000,$,36 m² útiles,1 dormitorio,"alvarez de toledo 600 - 900, el llano, san miguel",arriendo,departamentos,
420.000,$,55 m² útiles,2 dormitorios,"cnel. souper 4500 - 4800, metro ecuador, estación central",arriendo,departamentos,
370.000,$,34 m² útiles,1 dormitorio,"carmen 1 - 300, santa isabel, santiago",arriendo,departamentos,
310.000,$,1 dormitorio,"carvajal 300 - 600, lo ovalle, la cisterna",arriendo,departamentos,,
420.000,$,47 m² útiles,2 dormitorios,"la coruña 4800 - 5100, metro ecuador, estación central",arriendo,departamentos,
1.010.000,$,55 m² útiles,1 dormitorio,"av. américo vespucio sur 300 - 600, metro escuela militar, las condes",arriendo,departamentos,
461.000,$,47 m² útiles,2 dormitorios,"fresia 6900 - 7200, la florida",arriendo,departamentos,
450.000,$,55 m² útiles,2 dormitorios,"carlos silva vildósola 600 - 900, el llano, san miguel",arriendo,departamentos,
1.100.000,$,117 m² útiles,3 dormitorios,"avenida las perdices, jardines de la viña, la florida",arriendo,casas,
850.000,$,101 m² útiles,3 dormitorios,"avenida san luis 301 casa 152, lampa",arriendo,casas,
4.000.000,$,462 m² útiles,6 dormitorios,"san fabian, concón",arriendo,casas,
750.000,$,99 m² útiles,3 dormitorios,"campiche, quilicura",arriendo,casas,
1.500.000,$,252 m² útiles,5 dormitorios,"manuel antonio tocornal, santiago",arriendo,casas,
890.000,$,90 m² útiles,3 dormitorios,"el tamarix, puente alto",arriendo,casas,
210,uf,687 m² útiles,5 dormitorios,"vista privilegiada! 5 dormitorios en suite,, el huinganal, lo barnechea",arriendo,casas,
55,uf,400 m² útiles,4 dormitorios,"pastor fernández 18800, lo barnechea, región metropolitana, chile, camino a farellones, lo barnechea",arriendo,casas,
980.000,$,126 m² útiles,4 dormitorios,"avenida los corraleros 2700 - 3000, lampa, chile, chicauma, lampa",arriendo,casas,
58,uf,172 m² útiles,5 dormitorios,"los maitenes 15900 - 16500, colina",arriendo,casas,
2.600.000,$,310 m² útiles,5 dormitorios,"los canelos 148, chicureo, colina, chile, chicureo, colina",arriendo,casas,
3.800.000,$,300 m² útiles,7 dormitorios,"pje. tarar 300 - 600, calama, antofagasta, chile, estadio zorros del desierto, calama",arriendo,casas,
100,uf,222 m² útiles,5 dormitorios,"los chipriotas 7800 - 8100, vitacura, chile, estadio croata, vitacura",arriendo,casas,
1.500.000,$,110 m² útiles,3 dormitorios,"alianza francesa, club de polo, candelaria goyenechea, luis pasteur, borde río - casa piedra, vitacura",arriendo,casas,
450.000,$,75 m² útiles,3 dormitorios,"orompello 207, maipo, buin, región metropolitana, chile, maipo, buin",arriendo,casas,
449.000,$,42 m² útiles,1 dormitorio,"santa rosa de santiago 3040, batuco, lampa, chile, batuco, lampa",arriendo,casas,
2.200.000,$,220 m² útiles,6 dormitorios,"carlos ossandon 2146, la reina, región metropolitana, chile, carlos ossandón, la reina",arriendo,casas,
75,uf,245 m² útiles,4 dormitorios,"piacenza, las condes, chile, rotonda atenas, las condes",arriendo,casas,
58,uf,160 m² útiles,4 dormitorios,"diego de deza 1429, las condes, región metropolitana, chile, sebastián elcano, las condes",arriendo,casas,
1.900.000,$,220 m² útiles,4 dormitorios,"avenida chamisero 15921, chicureo, colina, chile, chicureo, colina",arriendo,casas,
650.000,$,92 m² útiles,3 dormitorios,"las violetas, san pedro de la paz, chile, huertos familiares, san pedro de la paz",arriendo,casas,
43,uf,137 m² útiles,5 dormitorios,"francisco de villagra, la reina",arriendo,casas,
1.300.000,$,160 m² útiles,3 dormitorios,"josé zapiola / carlos ossandón, carlos ossandón, la reina",arriendo,casas,
670.000,$,90 m² útiles,3 dormitorios,"pje. lumiere 0241, santiago, maipú, chile, plaza de maipú, maipú",arriendo,casas,
750.000,$,130 m² útiles,4 dormitorios,"temuco, chile, centro de temuco, temuco",arriendo,casas,
50,uf,120 m² útiles,3 dormitorios,"padre león dehon 6000 - 6300, las condes, chile, rotonda atenas, las condes",arriendo,casas,
61,uf,139 m² útiles,5 dormitorios,"jacarepaguá 9900 - 10200, santiago, vitacura, chile, tabancura, vitacura",arriendo,casas,
430.000,$,90 m² útiles,4 dormitorios,"calle 30 oriente 3673, talca, chile, esmeralda, talca",arriendo,casas,
1.400.000,$,180 m² útiles,5 dormitorios,"serrano, san diego, santiago",arriendo,casas,
850.000,$,116 m² útiles,4 dormitorios,"avenida el porvenir 900 - 1200, chacabuco, lampa, chile, valle grande, lampa",arriendo,casas,
2.900.000,$,325 m² útiles,4 dormitorios,"paul harris-clínica las condes-estoril, estoril, las condes",arriendo,casas,
2.100.000,$,223 m² útiles,4 dormitorios,"avenida padre hurtado norte 2100 - 2400, vitacura, chile, la llavería, vitacura",arriendo,casas,
95,uf,255 m² útiles,4 dormitorios,"jardín del este alianza francesa-quinoa, vitacura",arriendo,casas,
84,uf,170 m² útiles,4 dormitorios,"parque los castaños 1500 - 1800, lo barnechea, chile, la dehesa, lo barnechea",arriendo,casas,
2.500.000,$,295 m² útiles,4 dormitorios,"nuestra señora del rosario, vitacura",arriendo,casas,
1.200.000,$,125 m² útiles,3 dormitorios,"el remanso de chicureo, colina",arriendo,casas,
700.000,$,86 m² útiles,3 dormitorios,"los tréboles 1 - 300, valparaíso, villa alemana, chile, estación las américas, villa alemana",arriendo,casas,
1.600.000,$,107 m² útiles,4 dormitorios,"general john o'brien, vitacura",arriendo,casas,
